name,artist,release_date,popularity,id,genres,danceability,energy,valence,speechiness,acousticness,instrumentalness,liveness,loudness,mode,key,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
Aerials,System Of A Down,9/4/2001,79,4e9eGQYsOiBcftrWXwsVco,"['alternative metal', 'nu metal', 'rap metal', 'rock']",0.364,0.922,0.227,0.0567,0.000915,0.0346,0.0697,-4.217,0,0,79.342,audio_features,spotify:track:4e9eGQYsOiBcftrWXwsVco,https://api.spotify.com/v1/tracks/4e9eGQYsOiBcftrWXwsVco,https://api.spotify.com/v1/audio-analysis/4e9eGQYsOiBcftrWXwsVco,235053,4
Clint Eastwood,Gorillaz,2001,71,7yMiX7n9SBvadzox8T5jzT,"['alternative hip hop', 'modern rock', 'rock']",0.663,0.694,0.525,0.171,0.0253,0,0.0698,-8.627,0,10,167.953,audio_features,spotify:track:7yMiX7n9SBvadzox8T5jzT,https://api.spotify.com/v1/tracks/7yMiX7n9SBvadzox8T5jzT,https://api.spotify.com/v1/audio-analysis/7yMiX7n9SBvadzox8T5jzT,340920,4
Me Gustas Tu,Manu Chao,6/1/2001,84,6b37xrsNCWYIUphFBazqD6,"['latin alternative', 'world']",0.657,0.741,0.908,0.0825,0.663,0.494,0.222,-6.822,0,11,175.949,audio_features,spotify:track:6b37xrsNCWYIUphFBazqD6,https://api.spotify.com/v1/tracks/6b37xrsNCWYIUphFBazqD6,https://api.spotify.com/v1/audio-analysis/6b37xrsNCWYIUphFBazqD6,239987,4
In Too Deep,Sum 41,1/1/2001,76,1HNE2PX70ztbEl6MLxrpNL,"['alternative metal', 'canadian pop punk', 'canadian punk', 'modern rock', 'nu metal', 'pop punk', 'post-grunge', 'punk', 'rock']",0.568,0.844,0.766,0.0505,0.000189,0,0.0607,-5.875,1,9,116.046,audio_features,spotify:track:1HNE2PX70ztbEl6MLxrpNL,https://api.spotify.com/v1/tracks/1HNE2PX70ztbEl6MLxrpNL,https://api.spotify.com/v1/audio-analysis/1HNE2PX70ztbEl6MLxrpNL,207093,4
It's Been Awhile,Staind,5/22/2001,69,25CMmGsl22APKhfuj4Tp7j,"['alternative metal', 'nu metal', 'post-grunge']",0.509,0.774,0.0824,0.0338,0.00189,0.000549,0.143,-4.054,1,6,116.529,audio_features,spotify:track:25CMmGsl22APKhfuj4Tp7j,https://api.spotify.com/v1/tracks/25CMmGsl22APKhfuj4Tp7j,https://api.spotify.com/v1/audio-analysis/25CMmGsl22APKhfuj4Tp7j,264707,4
Fat Lip,Sum 41,1/1/2001,75,4KacUpvbA3Mfo05gttTjhN,"['alternative metal', 'canadian pop punk', 'canadian punk', 'modern rock', 'nu metal', 'pop punk', 'post-grunge', 'punk', 'rock']",0.402,0.914,0.626,0.142,0.000579,0,0.065,-5.215,1,9,196.505,audio_features,spotify:track:4KacUpvbA3Mfo05gttTjhN,https://api.spotify.com/v1/tracks/4KacUpvbA3Mfo05gttTjhN,https://api.spotify.com/v1/audio-analysis/4KacUpvbA3Mfo05gttTjhN,178267,4
First Date,blink-182,2001,76,1fJFuvU2ldmeAm5nFIHcPP,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",0.579,0.928,0.882,0.0411,0.000715,0,0.18,-4.344,1,0,95.594,audio_features,spotify:track:1fJFuvU2ldmeAm5nFIHcPP,https://api.spotify.com/v1/tracks/1fJFuvU2ldmeAm5nFIHcPP,https://api.spotify.com/v1/audio-analysis/1fJFuvU2ldmeAm5nFIHcPP,171533,4
Someday,The Strokes,7/30/2001,69,7hm4HTk9encxT0LYC0J6oI,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.539,0.521,0.679,0.0299,0.00425,0,0.367,-7.46,1,9,106.035,audio_features,spotify:track:7hm4HTk9encxT0LYC0J6oI,https://api.spotify.com/v1/tracks/7hm4HTk9encxT0LYC0J6oI,https://api.spotify.com/v1/audio-analysis/7hm4HTk9encxT0LYC0J6oI,183440,4
New Slang - 2021 Remaster,The Shins,6/19/2001,75,0NslHuacjxQYfUTOW3HCIV,"['albuquerque indie', 'alternative rock', 'canadian indie', 'chamber pop', 'indie pop', 'indie rock', 'modern rock', 'portland indie', 'seattle indie', 'shimmer pop', 'stomp and holler']",0.67,0.403,0.622,0.031,0.753,0.0903,0.0858,-10.623,1,0,129.984,audio_features,spotify:track:0NslHuacjxQYfUTOW3HCIV,https://api.spotify.com/v1/tracks/0NslHuacjxQYfUTOW3HCIV,https://api.spotify.com/v1/audio-analysis/0NslHuacjxQYfUTOW3HCIV,230867,4
Smooth Criminal,Alien Ant Farm,1/1/2001,76,5z6xHjCZr7a7AIcy8sPBKy,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge']",0.653,0.964,0.87,0.0582,0.00316,0.00512,0.144,-4.261,0,9,126.928,audio_features,spotify:track:5z6xHjCZr7a7AIcy8sPBKy,https://api.spotify.com/v1/tracks/5z6xHjCZr7a7AIcy8sPBKy,https://api.spotify.com/v1/audio-analysis/5z6xHjCZr7a7AIcy8sPBKy,209267,4
Last Nite,The Strokes,7/30/2001,68,3SUusuA9jH1v6PVwtYMbdv,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.624,0.899,0.79,0.0296,0.0221,0.000137,0.0975,-5.709,1,0,104.061,audio_features,spotify:track:3SUusuA9jH1v6PVwtYMbdv,https://api.spotify.com/v1/tracks/3SUusuA9jH1v6PVwtYMbdv,https://api.spotify.com/v1/audio-analysis/3SUusuA9jH1v6PVwtYMbdv,193373,4
She Hates Me,Puddle Of Mudd,8/28/2001,72,16DhvbuyvJob4Q9GHNYu2n,"['alternative metal', 'nu metal', 'post-grunge']",0.58,0.748,0.584,0.0323,0.00935,0,0.753,-5.433,1,4,109.781,audio_features,spotify:track:16DhvbuyvJob4Q9GHNYu2n,https://api.spotify.com/v1/tracks/16DhvbuyvJob4Q9GHNYu2n,https://api.spotify.com/v1/audio-analysis/16DhvbuyvJob4Q9GHNYu2n,216760,4
Family Affair,Mary J. Blige,8/28/2001,79,3aw9iWUQ3VrPQltgwvN9Xu,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",0.911,0.551,0.969,0.0449,0.132,4.12E-05,0.0863,-3.75,0,8,92.887,audio_features,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/audio-analysis/3aw9iWUQ3VrPQltgwvN9Xu,265867,4
One Last Breath,Creed,1/1/2001,74,42T2QQv3xgBlpQxaSP7lnK,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",0.386,0.677,0.195,0.0346,0.00841,0.00366,0.341,-5.83,1,2,126.602,audio_features,spotify:track:42T2QQv3xgBlpQxaSP7lnK,https://api.spotify.com/v1/tracks/42T2QQv3xgBlpQxaSP7lnK,https://api.spotify.com/v1/audio-analysis/42T2QQv3xgBlpQxaSP7lnK,238240,4
Crazy Rap (Colt 45 & 2 Zig Zags),Afroman,8/28/2001,72,1ACZpHI5vZ5Ea4xGlkdGWM,['comedy rap'],0.927,0.367,0.576,0.382,0.325,0,0.132,-7.797,1,9,99.053,audio_features,spotify:track:1ACZpHI5vZ5Ea4xGlkdGWM,https://api.spotify.com/v1/tracks/1ACZpHI5vZ5Ea4xGlkdGWM,https://api.spotify.com/v1/audio-analysis/1ACZpHI5vZ5Ea4xGlkdGWM,328667,4
Let Me Blow Ya Mind,Eve,1/1/2001,76,3RmKpob8xzv1pzHEQrMJah,"['contemporary r&b', 'dance pop', 'hip pop', 'philly rap', 'r&b', 'urban contemporary']",0.908,0.557,0.897,0.107,0.242,0,0.0709,-4.243,0,8,90.032,audio_features,spotify:track:3RmKpob8xzv1pzHEQrMJah,https://api.spotify.com/v1/tracks/3RmKpob8xzv1pzHEQrMJah,https://api.spotify.com/v1/audio-analysis/3RmKpob8xzv1pzHEQrMJah,230133,4
Fell In Love With a Girl,The White Stripes,7/3/2001,73,21Qsj3cMVCx2xF2EVVNbEu,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'permanent wave', 'punk blues', 'rock']",0.356,0.982,0.299,0.112,0.713,0.00145,0.941,-1.574,0,4,95.754,audio_features,spotify:track:21Qsj3cMVCx2xF2EVVNbEu,https://api.spotify.com/v1/tracks/21Qsj3cMVCx2xF2EVVNbEu,https://api.spotify.com/v1/audio-analysis/21Qsj3cMVCx2xF2EVVNbEu,110093,4
Blurry,Puddle Of Mudd,1/1/2001,67,6lSr3iZTC144PKhvbPFzMp,"['alternative metal', 'nu metal', 'post-grunge']",0.431,0.938,0.523,0.0542,0.00805,0,0.138,-4.507,0,3,157.462,audio_features,spotify:track:6lSr3iZTC144PKhvbPFzMp,https://api.spotify.com/v1/tracks/6lSr3iZTC144PKhvbPFzMp,https://api.spotify.com/v1/audio-analysis/6lSr3iZTC144PKhvbPFzMp,304000,4
Wish You Were Here,Incubus,10/23/2001,72,6KtLECDztnah63TNmV4Plw,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'post-grunge', 'rock']",0.246,0.768,0.35,0.0387,0.000631,0.301,0.102,-7.48,1,9,169.873,audio_features,spotify:track:6KtLECDztnah63TNmV4Plw,https://api.spotify.com/v1/tracks/6KtLECDztnah63TNmV4Plw,https://api.spotify.com/v1/audio-analysis/6KtLECDztnah63TNmV4Plw,212733,4
What's Luv? (feat. Ja-Rule & Ashanti),Fat Joe,12/4/2001,75,2mKouqwAIdQnMP43zxR89r,"['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",0.835,0.707,0.919,0.0598,0.0219,2.19E-05,0.108,-5.074,1,8,93.955,audio_features,spotify:track:2mKouqwAIdQnMP43zxR89r,https://api.spotify.com/v1/tracks/2mKouqwAIdQnMP43zxR89r,https://api.spotify.com/v1/audio-analysis/2mKouqwAIdQnMP43zxR89r,267093,4
Sweetness,Jimmy Eat World,7/17/2001,70,429IbFR4yp2J81CeTwF5iY,"['alternative metal', 'alternative rock', 'emo', 'modern power pop', 'modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge', 'punk', 'rock']",0.487,0.898,0.597,0.038,0.00305,0,0.26,-4.436,1,5,135.331,audio_features,spotify:track:429IbFR4yp2J81CeTwF5iY,https://api.spotify.com/v1/tracks/429IbFR4yp2J81CeTwF5iY,https://api.spotify.com/v1/audio-analysis/429IbFR4yp2J81CeTwF5iY,220027,4
Click Click Boom,Saliva,3/27/2001,70,2CGDxXXYbkPOyRXHzQbqkT,"['alternative metal', 'nu metal', 'rap metal']",0.609,0.935,0.498,0.0479,0.0029,0.000359,0.188,-2.941,1,6,95.957,audio_features,spotify:track:2CGDxXXYbkPOyRXHzQbqkT,https://api.spotify.com/v1/tracks/2CGDxXXYbkPOyRXHzQbqkT,https://api.spotify.com/v1/audio-analysis/2CGDxXXYbkPOyRXHzQbqkT,252400,4
One More Time,Daft Punk,3/12/2001,77,0DiWol3AO6WpXZgp0goxAV,"['electro', 'filter house', 'rock']",0.613,0.697,0.476,0.133,0.0194,0,0.332,-8.618,1,2,122.746,audio_features,spotify:track:0DiWol3AO6WpXZgp0goxAV,https://api.spotify.com/v1/tracks/0DiWol3AO6WpXZgp0goxAV,https://api.spotify.com/v1/audio-analysis/0DiWol3AO6WpXZgp0goxAV,320357,4
U Got It Bad,USHER,8/7/2001,73,7J41dYQolQJEtj3UmKLu5r,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",0.816,0.5,0.649,0.03,0.0227,1.53E-06,0.0733,-4.551,1,1,124.037,audio_features,spotify:track:7J41dYQolQJEtj3UmKLu5r,https://api.spotify.com/v1/tracks/7J41dYQolQJEtj3UmKLu5r,https://api.spotify.com/v1/audio-analysis/7J41dYQolQJEtj3UmKLu5r,247840,4
Ol' Red,Blake Shelton,7/31/2001,68,5wane5dFpp8xgriui6y0c7,"['classic oklahoma country', 'contemporary country', 'country', 'country road', 'modern country rock']",0.664,0.556,0.494,0.0365,0.146,3.91E-06,0.113,-7.713,1,10,75.049,audio_features,spotify:track:5wane5dFpp8xgriui6y0c7,https://api.spotify.com/v1/tracks/5wane5dFpp8xgriui6y0c7,https://api.spotify.com/v1/audio-analysis/5wane5dFpp8xgriui6y0c7,221267,4
Lady - Hear Me Tonight,Modjo,2001,78,49X0LAl6faAusYq02PRAY6,"['disco house', 'filter house']",0.72,0.808,0.869,0.0379,0.00793,0.0293,0.0634,-5.627,1,6,126.041,audio_features,spotify:track:49X0LAl6faAusYq02PRAY6,https://api.spotify.com/v1/tracks/49X0LAl6faAusYq02PRAY6,https://api.spotify.com/v1/audio-analysis/49X0LAl6faAusYq02PRAY6,307154,4
"Whenever, Wherever",Shakira,11/13/2001,80,2lnzGkdtDj5mtlcOW2yRtG,"['colombian pop', 'dance pop', 'latin pop', 'pop']",0.794,0.832,0.871,0.0407,0.237,1.14E-05,0.203,-4.862,0,1,107.657,audio_features,spotify:track:2lnzGkdtDj5mtlcOW2yRtG,https://api.spotify.com/v1/tracks/2lnzGkdtDj5mtlcOW2yRtG,https://api.spotify.com/v1/audio-analysis/2lnzGkdtDj5mtlcOW2yRtG,196160,4
Can't Get You out of My Head,Kylie Minogue,10/1/2001,78,3E7ZwUMJFqpsDOJzEkBrQ7,"['australian dance', 'australian pop', 'dance pop', 'eurodance', 'new wave pop']",0.766,0.563,0.964,0.0339,0.0263,0.683,0.115,-7.516,0,9,126.007,audio_features,spotify:track:3E7ZwUMJFqpsDOJzEkBrQ7,https://api.spotify.com/v1/tracks/3E7ZwUMJFqpsDOJzEkBrQ7,https://api.spotify.com/v1/audio-analysis/3E7ZwUMJFqpsDOJzEkBrQ7,230640,4
Picture (feat. Sheryl Crow),Kid Rock,11/19/2001,69,69j0KoPJuwpnbGWrfn7Yll,['nu metal'],0.692,0.496,0.376,0.0241,0.172,6.42E-06,0.107,-7.332,1,7,97.945,audio_features,spotify:track:69j0KoPJuwpnbGWrfn7Yll,https://api.spotify.com/v1/tracks/69j0KoPJuwpnbGWrfn7Yll,https://api.spotify.com/v1/audio-analysis/69j0KoPJuwpnbGWrfn7Yll,298960,4
Mexican Radio,South Park Mexican,11/6/2001,68,419BgOz6TVQm8vvgiwXq5X,"['chicano rap', 'latin hip hop', 'texas latin rap']",0.749,0.475,0.309,0.0703,0.0507,0,0.29,-5.58,0,3,74.968,audio_features,spotify:track:419BgOz6TVQm8vvgiwXq5X,https://api.spotify.com/v1/tracks/419BgOz6TVQm8vvgiwXq5X,https://api.spotify.com/v1/audio-analysis/419BgOz6TVQm8vvgiwXq5X,284960,4
I Can Only Imagine,MercyMe,2001,68,1G5S1rEr4L57ftizRHcYDP,"['ccm', 'christian alternative rock', 'christian indie', 'christian music']",0.42,0.612,0.135,0.048,0.0917,0,0.0914,-5.359,1,4,159.685,audio_features,spotify:track:1G5S1rEr4L57ftizRHcYDP,https://api.spotify.com/v1/tracks/1G5S1rEr4L57ftizRHcYDP,https://api.spotify.com/v1/audio-analysis/1G5S1rEr4L57ftizRHcYDP,248253,4
Amber,311,6/19/2001,67,6Fe3Flc9SjE03pqwD6PVQl,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'rap rock', 'reggae fusion']",0.663,0.697,0.744,0.0473,0.156,0.0224,0.0663,-9.442,1,0,166.001,audio_features,spotify:track:6Fe3Flc9SjE03pqwD6PVQl,https://api.spotify.com/v1/tracks/6Fe3Flc9SjE03pqwD6PVQl,https://api.spotify.com/v1/audio-analysis/6Fe3Flc9SjE03pqwD6PVQl,206973,4
Your Body Is a Wonderland,John Mayer,8/16/2001,74,7vFv0yFGMJW3qVXbAd9BK9,"['neo mellow', 'singer-songwriter']",0.647,0.729,0.687,0.0236,0.0206,0.0489,0.134,-6.251,1,5,94.01,audio_features,spotify:track:7vFv0yFGMJW3qVXbAd9BK9,https://api.spotify.com/v1/tracks/7vFv0yFGMJW3qVXbAd9BK9,https://api.spotify.com/v1/audio-analysis/7vFv0yFGMJW3qVXbAd9BK9,249627,4
Fallin',Alicia Keys,6/5/2001,76,0KQx6HOpJueiSkztcS0r7D,"['neo soul', 'pop', 'r&b']",0.652,0.609,0.482,0.037,0.263,0.00101,0.233,-7.519,0,11,95.986,audio_features,spotify:track:0KQx6HOpJueiSkztcS0r7D,https://api.spotify.com/v1/tracks/0KQx6HOpJueiSkztcS0r7D,https://api.spotify.com/v1/audio-analysis/0KQx6HOpJueiSkztcS0r7D,210200,3
Schism,TOOL,5/15/2001,70,55mJleti2WfWEFNFcBduhc,"['alternative metal', 'art rock', 'nu metal', 'post-grunge', 'progressive metal', 'progressive rock', 'rock']",0.567,0.714,0.191,0.0302,0.0012,0.417,0.186,-8.512,0,9,107.441,audio_features,spotify:track:55mJleti2WfWEFNFcBduhc,https://api.spotify.com/v1/tracks/55mJleti2WfWEFNFcBduhc,https://api.spotify.com/v1/audio-analysis/55mJleti2WfWEFNFcBduhc,403533,3
U Remind Me,USHER,8/7/2001,73,2QsZVnbWVSjKMXK6K3uRBL,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",0.657,0.629,0.726,0.0782,0.194,0,0.254,-4.938,1,6,93.985,audio_features,spotify:track:2QsZVnbWVSjKMXK6K3uRBL,https://api.spotify.com/v1/tracks/2QsZVnbWVSjKMXK6K3uRBL,https://api.spotify.com/v1/audio-analysis/2QsZVnbWVSjKMXK6K3uRBL,266893,4
Wherever You Will Go,The Calling,2001,77,5QpaGzWp0hwB5faV8dkbAz,"['neo mellow', 'pop rock', 'post-grunge']",0.558,0.719,0.371,0.0267,0.0367,0,0.115,-5.113,1,2,112.027,audio_features,spotify:track:5QpaGzWp0hwB5faV8dkbAz,https://api.spotify.com/v1/tracks/5QpaGzWp0hwB5faV8dkbAz,https://api.spotify.com/v1/audio-analysis/5QpaGzWp0hwB5faV8dkbAz,208600,4
QKThr,Aphex Twin,10/22/2001,72,4LIM4qmpHABufePRrLWbiM,"['ambient', 'braindance', 'electronica', 'intelligent dance music', 'uk experimental electronic']",0.451,0.0223,0.0573,0.0461,0.993,0.768,0.13,-26.117,1,1,79.042,audio_features,spotify:track:4LIM4qmpHABufePRrLWbiM,https://api.spotify.com/v1/tracks/4LIM4qmpHABufePRrLWbiM,https://api.spotify.com/v1/audio-analysis/4LIM4qmpHABufePRrLWbiM,87467,3
Rock The Boat,Aaliyah,7/7/2001,70,0qvlhVNm7L5IWabWF5hlEL,"['contemporary r&b', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",0.637,0.725,0.415,0.0333,0.0702,0.00438,0.203,-5.073,1,5,92.99,audio_features,spotify:track:0qvlhVNm7L5IWabWF5hlEL,https://api.spotify.com/v1/tracks/0qvlhVNm7L5IWabWF5hlEL,https://api.spotify.com/v1/audio-analysis/0qvlhVNm7L5IWabWF5hlEL,274733,4
Hash Pipe,Weezer,5/15/2001,69,2mPMFJvQ0v27gVqe5b6nDn,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",0.578,0.882,0.623,0.044,0.000121,0.479,0.284,-6.354,1,7,125.603,audio_features,spotify:track:2mPMFJvQ0v27gVqe5b6nDn,https://api.spotify.com/v1/tracks/2mPMFJvQ0v27gVqe5b6nDn,https://api.spotify.com/v1/audio-analysis/2mPMFJvQ0v27gVqe5b6nDn,186533,4
The Rock Show,blink-182,2001,72,2ydUT1pFhuLDnouelIv4WH,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",0.41,0.959,0.83,0.0869,0.000324,0,0.0766,-4.563,1,9,193.155,audio_features,spotify:track:2ydUT1pFhuLDnouelIv4WH,https://api.spotify.com/v1/tracks/2ydUT1pFhuLDnouelIv4WH,https://api.spotify.com/v1/audio-analysis/2ydUT1pFhuLDnouelIv4WH,171600,4
Sonne,Rammstein,4/2/2001,70,4w3R0GZ2rScJMKlgPJzHRq,"['german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",0.51,0.917,0.313,0.0854,0.0054,0.000133,0.396,-4.806,0,4,75.098,audio_features,spotify:track:4w3R0GZ2rScJMKlgPJzHRq,https://api.spotify.com/v1/tracks/4w3R0GZ2rScJMKlgPJzHRq,https://api.spotify.com/v1/audio-analysis/4w3R0GZ2rScJMKlgPJzHRq,272440,4
Without Me,Eminem,5/26/2002,88,7lQ8MOhq6IN2w8EYcFNSUk,"['detroit hip hop', 'hip hop', 'rap']",0.908,0.669,0.662,0.0738,0.00286,0,0.237,-2.827,1,7,112.238,audio_features,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,https://api.spotify.com/v1/tracks/7lQ8MOhq6IN2w8EYcFNSUk,https://api.spotify.com/v1/audio-analysis/7lQ8MOhq6IN2w8EYcFNSUk,290320,4
Till I Collapse,Eminem,5/26/2002,85,4xkOaSrkexMciUUogZKVTS,"['detroit hip hop', 'hip hop', 'rap']",0.548,0.847,0.1,0.186,0.0622,0,0.0816,-3.237,1,1,171.447,audio_features,spotify:track:4xkOaSrkexMciUUogZKVTS,https://api.spotify.com/v1/tracks/4xkOaSrkexMciUUogZKVTS,https://api.spotify.com/v1/audio-analysis/4xkOaSrkexMciUUogZKVTS,297787,4
Rock Your Body,Justin Timberlake,11/4/2002,81,1AWQoqb9bSvzTjaLralEkT,"['dance pop', 'pop']",0.892,0.714,0.817,0.141,0.201,0.000234,0.0521,-6.055,0,4,100.972,audio_features,spotify:track:1AWQoqb9bSvzTjaLralEkT,https://api.spotify.com/v1/tracks/1AWQoqb9bSvzTjaLralEkT,https://api.spotify.com/v1/audio-analysis/1AWQoqb9bSvzTjaLralEkT,267267,4
Can't Stop,Red Hot Chili Peppers,7/9/2002,83,3ZOEytgrvLwQaqXreDs2Jx,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",0.618,0.938,0.875,0.0456,0.0179,0,0.167,-3.442,1,9,91.455,audio_features,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,https://api.spotify.com/v1/tracks/3ZOEytgrvLwQaqXreDs2Jx,https://api.spotify.com/v1/audio-analysis/3ZOEytgrvLwQaqXreDs2Jx,269000,4
Superman,Eminem,5/26/2002,86,4woTEX1wYOTGDqNXuavlRC,"['detroit hip hop', 'hip hop', 'rap']",0.802,0.755,0.58,0.0564,0.0215,0,0.295,-3.138,0,4,130.027,audio_features,spotify:track:4woTEX1wYOTGDqNXuavlRC,https://api.spotify.com/v1/tracks/4woTEX1wYOTGDqNXuavlRC,https://api.spotify.com/v1/audio-analysis/4woTEX1wYOTGDqNXuavlRC,350320,4
Hot In Herre,Nelly,6/25/2002,78,04KTF78FFg8sOHC1BADqbY,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",0.956,0.745,0.912,0.12,0.206,0,0.0615,-4.753,0,11,107.075,audio_features,spotify:track:04KTF78FFg8sOHC1BADqbY,https://api.spotify.com/v1/tracks/04KTF78FFg8sOHC1BADqbY,https://api.spotify.com/v1/audio-analysis/04KTF78FFg8sOHC1BADqbY,228240,4
Get Low,Lil Jon & The East Side Boyz,10/29/2002,76,0r2Bul2NuCViraT2zX1l5j,"['atl hip hop', 'atlanta bass', 'crunk', 'dirty south rap', 'old school atlanta hip hop', 'southern hip hop']",0.521,0.625,0.136,0.067,0.0301,0,0.121,-7.47,1,1,101.019,audio_features,spotify:track:0r2Bul2NuCViraT2zX1l5j,https://api.spotify.com/v1/tracks/0r2Bul2NuCViraT2zX1l5j,https://api.spotify.com/v1/audio-analysis/0r2Bul2NuCViraT2zX1l5j,334067,4
The Scientist,Coldplay,8/8/2002,85,75JFxkI2RXiU7L9VXzMkle,"['permanent wave', 'pop']",0.557,0.442,0.213,0.0243,0.731,1.46E-05,0.11,-7.224,1,5,146.277,audio_features,spotify:track:75JFxkI2RXiU7L9VXzMkle,https://api.spotify.com/v1/tracks/75JFxkI2RXiU7L9VXzMkle,https://api.spotify.com/v1/audio-analysis/75JFxkI2RXiU7L9VXzMkle,309600,4
This Love,Maroon 5,2002,82,6ECp64rv50XVz93WvxXMGF,['pop'],0.712,0.862,0.809,0.0378,0.0525,0,0.093,-4.612,0,5,95.051,audio_features,spotify:track:6ECp64rv50XVz93WvxXMGF,https://api.spotify.com/v1/tracks/6ECp64rv50XVz93WvxXMGF,https://api.spotify.com/v1/audio-analysis/6ECp64rv50XVz93WvxXMGF,206200,4
Headstrong,Trapt,11/5/2002,74,1AEYT6VxrxXPMoQUxsY0E4,"['alternative metal', 'nu metal', 'post-grunge']",0.492,0.896,0.534,0.117,0.000172,2.78E-06,0.189,-5.819,0,4,184.981,audio_features,spotify:track:1AEYT6VxrxXPMoQUxsY0E4,https://api.spotify.com/v1/tracks/1AEYT6VxrxXPMoQUxsY0E4,https://api.spotify.com/v1/audio-analysis/1AEYT6VxrxXPMoQUxsY0E4,285570,4
Foolish,Ashanti,1/1/2002,75,6zMUIb4uce1CzpbjR3vMdN,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']",0.665,0.695,0.707,0.0532,0.347,0,0.106,-5.763,1,0,90.119,audio_features,spotify:track:6zMUIb4uce1CzpbjR3vMdN,https://api.spotify.com/v1/tracks/6zMUIb4uce1CzpbjR3vMdN,https://api.spotify.com/v1/audio-analysis/6zMUIb4uce1CzpbjR3vMdN,227387,4
The Red,Chevelle,2002,72,1gyee1JuFFiP476LQpRMYU,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge']",0.509,0.843,0.332,0.0488,0.000671,0.000803,0.348,-3.318,0,1,140.055,audio_features,spotify:track:1gyee1JuFFiP476LQpRMYU,https://api.spotify.com/v1/tracks/1gyee1JuFFiP476LQpRMYU,https://api.spotify.com/v1/audio-analysis/1gyee1JuFFiP476LQpRMYU,238400,3
Complicated,Avril Lavigne,6/4/2002,80,5xEM5hIgJ1jjgcEBfpkt2F,"['canadian pop', 'candy pop', 'pop']",0.585,0.776,0.427,0.0459,0.0572,7.74E-06,0.3,-5.898,1,5,77.987,audio_features,spotify:track:5xEM5hIgJ1jjgcEBfpkt2F,https://api.spotify.com/v1/tracks/5xEM5hIgJ1jjgcEBfpkt2F,https://api.spotify.com/v1/audio-analysis/5xEM5hIgJ1jjgcEBfpkt2F,244507,4
The Anthem,Good Charlotte,10/4/2002,75,0BRHnOFm6sjxN1i9LJrUDu,"['alternative metal', 'modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge']",0.494,0.939,0.893,0.126,0.00666,0,0.139,-3.127,1,1,177.751,audio_features,spotify:track:0BRHnOFm6sjxN1i9LJrUDu,https://api.spotify.com/v1/tracks/0BRHnOFm6sjxN1i9LJrUDu,https://api.spotify.com/v1/audio-analysis/0BRHnOFm6sjxN1i9LJrUDu,175093,4
Sk8er Boi,Avril Lavigne,6/4/2002,77,00Mb3DuaIH1kjrwOku9CGU,"['canadian pop', 'candy pop', 'pop']",0.487,0.9,0.484,0.0482,6.79E-05,0,0.358,-4.417,1,0,149.937,audio_features,spotify:track:00Mb3DuaIH1kjrwOku9CGU,https://api.spotify.com/v1/tracks/00Mb3DuaIH1kjrwOku9CGU,https://api.spotify.com/v1/audio-analysis/00Mb3DuaIH1kjrwOku9CGU,204000,4
